,State FIPS Code,County FIPS Code,5-digit FIPS Code,State Abbreviation,Name,Flu Vaccinations raw value,Preventable Hospital Stays raw value,Mammography Screening raw value,Driving Alone to Work raw value,Children in Poverty raw value,Injury Deaths raw value,Suicides raw value,Teen Births raw value,Drug Overdose Deaths raw value,Reading Scores raw value,Math Scores raw value,Median Household Income raw value,Homicides raw value,Motor Vehicle Crash Deaths raw value,Firearm Fatalities raw value
1,00,000,00000,US,United States,0.48,2666,0.44,0.7019137274,0.16,83.562394901,13.987736233,15.536374441,30.808248914,3.050059,3.027575,77719,6.5445974922,12.337493883,13.434683376
2,01,000,01000,AL,Alabama,0.41,3327,0.43,0.8145615854,0.213,93.387131733,16.145499614,23.706832713,26.131132528,2.828865,2.648874,62248,12.732603635,20.679993362,23.659953064
3,01,001,01001,AL,Autauga County,0.36,4365,0.46,0.8491622183,0.17,65.975725122,15.583026865,19.846153846,10.857204898,3.146095,2.94571,68857,8.0525631057,17.866624391,17.453895535
4,01,003,01003,AL,Baldwin County,0.44,2888,0.45,0.8029674523,0.141,82.420053413,19.20718595,18.970019847,31.607684304,3.095679,2.930823,74248,3.8669686706,15.024124179,14.961877482
5,01,005,01005,AL,Barbour County,0.39,3560,0.47,0.8240850059,0.348,85.603992699,14.787585791,35.930645498,16.159657415,2.203485,1.959501,45298,13.138277515,25.705325572,26.650299614
6,01,007,01007,AL,Bibb County,0.31,5029,0.36,0.8789334614,0.214,99.630201415,17.838850899,29.232333503,27.019724399,2.707032,2.24066,56025,7.6568212706,24.24660069,21.541665171
7,01,009,01009,AL,Blount County,0.37,2099,0.38,0.850761704,0.166,98.254695342,23.299702693,23.082358483,23.805205405,2.821849,2.630106,64962,5.8850213945,32.36761767,18.144595307
8,01,011,01011,AL,Bullock County,0.33,4377,0.46,0.8766930023,0.398,116.28594517,,35.938391329,,2.04144,2.187617,36204,21.006049742,54.61572933,29.564223348
9,01,013,01013,AL,Butler County,0.35,3956,0.42,0.8514596062,0.374,120.62475303,14.795109739,34.91807682,21.038605842,2.4592,2.151304,44729,17.648486275,38.238386928,28.076451137
10,01,015,01015,AL,Calhoun County,0.37,3587,0.36,0.8511161129,0.285,99.10820068,19.172999507,24.507465972,33.60088521,2.975729,2.8132,51841,9.9694685027,21.932830706,23.904618826
11,01,017,01017,AL,Chambers County,0.41,3244,0.39,0.8597038192,0.26,97.408575518,18.914350021,28.806584362,11.823359016,2.588949,2.433826,50390,11.444605988,27.975703525,26.134008066
12,01,019,01019,AL,Cherokee County,0.45,3981,0.36,0.8576738726,0.205,110.23133054,27.647307483,26.613704071,19.584290788,2.710662,2.496581,56400,6.0974933759,31.041784459,23.288309269
13,01,021,01021,AL,Chilton County,0.4,2652,0.37,0.8229032258,0.215,97.708534104,15.942097333,37.97983912,25.082070008,2.80374,2.676496,59165,5.1258393562,24.668101902,18.292465289
14,01,023,01023,AL,Choctaw County,0.34,2911,0.47,0.8184257603,0.358,122.57242916,,28.350515464,,2.455361,2.031269,47432,,50.699655242,
15,01,025,01025,AL,Clarke County,0.28,2715,0.33,0.8913680989,0.287,102.49078444,18.32688895,26.820673453,14.584487939,2.687366,2.530348,50868,9.7215386765,29.16461603,21.531677404
16,01,027,01027,AL,Clay County,0.4,2579,0.41,0.8036237189,0.25,122.04087634,27.817241583,32.180209171,,2.56716,2.359525,52077,,36.892978739,20.585208058
17,01,029,01029,AL,Cleburne County,0.36,3879,0.3,0.8711305518,0.217,110.20673722,24.047748239,29.835390947,,2.96492,2.859187,59526,11.413679295,33.289897943,30.539216337
18,01,031,01031,AL,Coffee County,0.36,3229,0.44,0.8512500542,0.21,77.685206035,17.682801408,26.30444157,10.480306272,3.009222,2.876749,64737,7.8471696071,21.376772378,24.769196127
19,01,033,01033,AL,Colbert County,0.44,3801,0.35,0.8287454609,0.205,87.213131094,21.007929465,25.978811608,19.307504183,2.815832,2.709634,57770,6.4162284383,23.355071515,23.138177637
20,01,035,01035,AL,Conecuh County,0.42,8851,0.38,0.8363959692,0.431,124.2997497,,31.513537506,31.990693616,2.374936,2.157662,46702,17.944086227,27.514265549,34.054725945
21,01,037,01037,AL,Coosa County,0.4,2166,0.38,0.7903309204,0.28,108.27444723,,23.213194869,,2.56185,2.407654,59736,13.517349518,41.903783506,24.694172175
22,01,039,01039,AL,Covington County,0.37,5148,0.44,0.8731547659,0.224,104.7874427,17.772571228,35.142469471,22.310273435,2.924567,2.610653,50119,6.5223813598,28.39154239,23.106974545
23,01,041,01041,AL,Crenshaw County,0.36,2631,0.45,0.7882193373,0.271,99.428656229,,23.205997858,,2.812624,2.658651,49128,11.558385609,36.776681482,23.744156711
24,01,043,01043,AL,Cullman County,0.48,3936,0.51,0.8341635374,0.213,100.48948102,20.368260177,28.932050026,30.60345479,3.027279,2.945913,61231,4.0193464543,24.451024263,15.281810478
25,01,045,01045,AL,Dale County,0.4,2899,0.4,0.8271465875,0.22,82.529383306,24.294552728,34.207292093,16.233217221,2.781985,2.553034,54697,6.6777963272,24.388473543,25.206018547
26,01,047,01047,AL,Dallas County,0.39,3264,0.41,0.845889409,0.465,135.49115544,12.632947184,33.449477352,23.532819232,2.493597,2.323143,39013,41.476096571,39.213764031,48.389698371
27,01,049,01049,AL,DeKalb County,0.4,3154,0.33,0.8159083361,0.288,99.618547467,21.700658264,30.157557853,22.741090366,2.583044,2.573858,50614,3.393999409,26.353407176,18.416874322
28,01,051,01051,AL,Elmore County,0.34,3630,0.47,0.8405760228,0.17,69.319840329,15.056910828,19.923672691,10.726941864,2.912515,2.853115,73125,9.360156706,15.827174067,20.277232205
29,01,053,01053,AL,Escambia County,0.29,3640,0.35,0.8902410115,0.29,130.03545925,22.375226963,38.204893366,49.249402623,2.842546,2.653321,50333,13.167984756,24.399501166,19.122861654
30,01,055,01055,AL,Etowah County,0.39,4044,0.29,0.8759225309,0.255,98.950115896,21.289476204,35.983384853,25.921761643,2.921564,2.680267,52504,8.0700255597,21.705585988,22.789692047
31,01,057,01057,AL,Fayette County,0.41,3940,0.4,0.8856906534,0.22,108.3183575,20.619100964,35.431825372,39.169604387,2.934374,2.52806,49235,,18.379778742,18.463356392
32,01,059,01059,AL,Franklin County,0.37,5425,0.33,0.8529875986,0.344,108.10674118,11.853472906,43.800931315,27.238821607,2.566711,2.592261,49682,5.4225033891,32.535020334,13.276266461
33,01,061,01061,AL,Geneva County,0.42,3186,0.36,0.8770944577,0.27,92.089371981,18.749954897,28.828828829,16.271356155,3.0532,2.939029,50006,,25.873918551,15.851449275
34,01,063,01063,AL,Greene County,0.3,2780,0.39,0.7940258582,0.468,104.10054589,,52.825552826,,2.630965,2.512397,34619,,40.971195468,33.007490161
35,01,065,01065,AL,Hale County,0.35,4263,0.39,0.8680890538,0.322,98.097988991,14.90599995,32.427120865,,2.660987,2.288223,42380,21.326095386,27.142303218,36.786745872
36,01,067,01067,AL,Henry County,0.39,3857,0.43,0.8612222376,0.227,94.52340607,21.286695376,27.506654836,,2.604731,2.56814,55598,10.738299384,18.998529679,27.665387143
37,01,069,01069,AL,Houston County,0.44,3542,0.43,0.8554394485,0.246,77.901941166,18.35912705,32.233098111,16.453648829,2.875114,2.699954,59412,9.8499169504,16.191644302,23.652155631
38,01,071,01071,AL,Jackson County,0.4,2342,0.49,0.8431949807,0.192,93.243492141,16.705221143,27.362701339,10.811085815,3.019596,2.760135,51479,6.8557952037,29.342803472,24.557956778
39,01,073,01073,AL,Jefferson County,0.47,3161,0.46,0.7827694589,0.215,121.97393937,13.921971351,20.455731196,50.086217691,2.705449,2.494561,64726,26.009899761,16.929136752,35.14349555
40,01,075,01075,AL,Lamar County,0.41,2812,0.39,0.8319826053,0.23,95.920473208,,35.895576505,,2.906273,3.024527,50929,,37.239709944,
41,01,077,01077,AL,Lauderdale County,0.48,3140,0.39,0.802893182,0.168,82.407318453,13.997531885,16.023816821,19.414802551,3.009599,2.940644,63895,5.9700487248,20.818631451,14.303860975
42,01,079,01079,AL,Lawrence County,0.38,3658,0.39,0.8857182725,0.192,101.18636468,22.254105789,31.716705158,,2.805919,2.407249,61064,8.645470854,31.555968617,24.236255014
43,01,081,01081,AL,Lee County,0.42,2107,0.47,0.7947009341,0.149,64.572456507,13.751674042,12.739504734,12.004069951,3.129641,3.029601,62301,8.9445438283,13.714967203,17.578708668
44,01,083,01083,AL,Limestone County,0.47,2758,0.45,0.8283469695,0.113,64.568168862,14.74030622,19.748404403,6.5492990691,2.896758,2.74408,81811,6.2598788713,18.921906588,17.256958044
45,01,085,01085,AL,Lowndes County,0.35,3194,0.42,0.8568168853,0.421,130.39137787,,29.984218832,,2.177279,2.248815,42011,46.031905865,34.523929399,61.120958377
46,01,087,01087,AL,Macon County,0.28,3060,0.38,0.7413625642,0.406,113.27371941,,16.616072855,,2.37809,1.91344,40710,44.776925987,31.652654577,46.834326294
47,01,089,01089,AL,Madison County,0.43,2609,0.49,0.7720086834,0.135,76.343162516,15.268313447,15.673399306,28.856869081,3.127134,2.91024,86172,8.3090827,14.455527437,17.677822468
48,01,091,01091,AL,Marengo County,0.38,2883,0.4,0.8304829662,0.331,106.98812538,16.218246707,26.089159068,,2.765427,2.628864,47228,15.73611288,29.224209635,25.422920882
49,01,093,01093,AL,Marion County,0.38,5097,0.4,0.8873616236,0.243,76.570197253,22.83013691,35.5276907,,3.059418,2.875075,48829,,20.249942143,19.650758587
50,01,095,01095,AL,Marshall County,0.45,3202,0.36,0.821658362,0.215,93.738974902,17.273828043,42.146810634,26.472894132,2.763818,2.750253,59882,4.8656132368,24.917837486,16.204330453
51,01,097,01097,AL,Mobile County,0.42,3646,0.39,0.8323300927,0.248,94.372209225,15.064134156,27.510135024,26.753960556,2.700035,2.579397,55538,17.767281793,20.152383823,25.627771396
52,01,099,01099,AL,Monroe County,0.35,3745,0.41,0.9023388116,0.279,95.744785857,11.836993699,31.32977489,18.483977752,2.58847,2.350516,49314,16.647244881,31.213584152,20.728252608
53,01,101,01101,AL,Montgomery County,0.36,3364,0.48,0.8090558629,0.26,86.76171836,11.203315638,31.628918999,16.656004858,2.504156,2.328973,60063,26.20482194,17.048920298,34.669310496
54,01,103,01103,AL,Morgan County,0.44,3621,0.4,0.8402794507,0.168,97.604405388,21.253327117,30.301843949,26.647668873,2.825905,2.784339,70387,10.895826425,18.475531764,24.565973653
55,01,105,01105,AL,Perry County,0.25,4058,0.41,0.8067560854,0.503,95.039406583,,20.66772655,,2.468251,2.022773,34176,,30.618986995,23.180343069
56,01,107,01107,AL,Pickens County,0.45,3277,0.4,0.8847549909,0.303,103.95331364,,33.189033189,19.200223421,2.76308,2.463409,47372,,31.236606397,13.380129478
57,01,109,01109,AL,Pike County,0.34,3044,0.43,0.8475768446,0.325,72.541303205,12.277664663,14.658562746,,2.60044,2.676068,50675,13.794530469,22.847191089,24.180434402
58,01,111,01111,AL,Randolph County,0.33,3389,0.3,0.8105017762,0.25,100.14623122,22.344400606,29.6206127,14.839437289,2.707515,2.50504,57148,6.3228311109,32.246438665,23.04249568
59,01,113,01113,AL,Russell County,0.38,2833,0.42,0.7984938867,0.267,126.69266899,20.583008343,29.46703109,29.057511082,2.675696,2.511375,52312,19.927522861,31.736425298,34.677397204
60,01,115,01115,AL,St. Clair County,0.4,3986,0.42,0.8234435565,0.143,105.78968046,19.855399059,22.311918376,41.814006971,3.016583,2.858906,78349,6.3307266566,21.682738799,19.972740501
61,01,117,01117,AL,Shelby County,0.43,2771,0.45,0.7673469031,0.094,64.486884069,12.913829525,9.3058204728,25.05730015,3.107156,2.758259,90280,3.9711447508,11.32752765,13.490979931
62,01,119,01119,AL,Sumter County,0.3,2666,0.51,0.8179380941,0.454,122.22946545,,18.878400888,,2.39955,1.989162,37021,20.668986186,43.634526393,35.853976532
63,01,121,01121,AL,Talladega County,0.37,3315,0.38,0.8261789504,0.228,102.73146294,17.598716317,25.57269222,15.27581096,2.679936,2.442081,59491,17.431922118,29.88329506,32.08803564
64,01,123,01123,AL,Tallapoosa County,0.43,1879,0.4,0.8494617041,0.226,94.090060444,18.768853716,28.575208361,12.281692909,2.631103,2.338466,60583,9.493503982,21.448286774,23.153051523
65,01,125,01125,AL,Tuscaloosa County,0.43,3919,0.45,0.7959959499,0.238,72.382141102,12.499613193,15.309974553,21.495971358,2.757572,2.532674,61117,8.5616211065,14.933060069,16.928819348
66,01,127,01127,AL,Walker County,0.38,4238,0.43,0.8360490379,0.233,123.61829175,20.979060778,37.194730077,50.962038482,2.885675,2.635711,57950,9.1404213957,32.77175476,22.532954446
67,01,129,01129,AL,Washington County,0.28,4398,0.39,0.8570686071,0.262,98.797958176,19.114287593,30.792682927,,2.858884,2.495428,57311,13.36469582,37.421148295,22.79952881
68,01,131,01131,AL,Wilcox County,0.27,2909,0.4,0.8655043587,0.485,152.77213746,,43.318348999,,2.188755,1.813129,34426,39.500926229,46.311430751,63.816209317
69,01,133,01133,AL,Winston County,0.37,6881,0.44,0.7479114453,0.24,104.0573923,19.314157156,37.259100642,22.562222379,2.783936,2.56171,52280,8.4474238374,30.169370848,27.0718419
70,02,000,02000,AK,Alaska,0.32,2039,0.37,0.6558345432,0.125,108.17159189,27.841688861,18.242693328,30.672417669,,,88696,8.6439892418,11.227473667,23.319896891
71,02,013,02013,AK,Aleutians East Borough,,,,0.2282176028,0.186,,,,,,,83000,,,
72,02,016,02016,AK,Aleutians West Census Area,,,,0.5017371164,0.048,80.828863252,,,,,,104159,,,
73,02,020,02020,AK,Anchorage Borough,0.35,1886,0.39,0.7103271336,0.099,95.637766584,21.023142629,15.008642377,39.310683113,,,93881,9.3883006045,8.8476131352,19.280129884
74,02,050,02050,AK,Bethel Census Area,0.03,3193,0.06,0.1951371571,0.362,234.06965477,66.970181058,50.966275104,19.909141916,,,62140,21.110737547,9.3825500207,38.104362405
75,02,060,02060,AK,Bristol Bay Borough,0.29,334,0.44,0.5935483871,0.18,,,,,,,99790,,,
76,02,063,02063,AK,Chugach Census Area,,,,0.6588370095,0.079,,,,,,,95180,,,
77,02,066,02066,AK,Copper River Census Area,,,,0.6737451737,0.201,,,,,,,69092,,,
78,02,068,02068,AK,Denali Borough,,,,0.2523567803,0.113,,,,,,,86118,,,
79,02,070,02070,AK,Dillingham Census Area,0.21,4937,0.28,0.3448673587,0.313,222.73552219,39.168077021,30.198446937,76.772752652,,,62598,,,45.372050817
80,02,090,02090,AK,Fairbanks North Star Borough,0.32,1286,0.4,0.7252484013,0.079,97.840056382,29.695429524,18.249756309,19.539427774,,,86780,10.399456299,12.450053316,29.849508727
81,02,100,02100,AK,Haines Borough,0.47,,0.39,0.5420219245,0.131,93.656875266,,,,,,78649,,,
82,02,105,02105,AK,Hoonah-Angoon Census Area,,,,0.3962075848,0.272,,,,,,,64720,,,
83,02,110,02110,AK,Juneau Borough,0.44,1642,0.39,0.6494301649,0.095,85.842826171,17.544856056,6.0078101532,33.50539751,,,99748,4.4611788219,5.3534145863,11.905209469
84,02,122,02122,AK,Kenai Peninsula Borough,0.25,,,0.6676671326,0.121,102.9914645,29.040416124,13.905683192,28.909607441,,,74185,4.5867683803,14.725940589,23.896712351
85,02,130,02130,AK,Ketchikan Gateway Borough,0.39,1898,0.4,0.680878553,0.117,110.04763904,20.782290661,9.8522167488,36.370690073,,,87760,,,
86,02,150,02150,AK,Kodiak Island Borough,0.41,910,0.29,0.6283662478,0.088,90.990407452,18.493014026,13.300083126,,,,86250,,,16.964313254
87,02,158,02158,AK,Kusilvak Census Area,0.03,4240,0.04,0.0440924658,0.365,242.88771854,106.80585626,75.74536664,,,,42029,27.665387143,,62.525551307
88,02,164,02164,AK,Lake and Peninsula Borough,,,,0.3811394892,0.273,200.83009774,,,,,,62547,,,
89,02,170,02170,AK,Matanuska-Susitna Borough,0.26,1814,0.38,0.7221575886,0.105,97.609565374,26.463306554,12.060913706,27.227248791,,,94376,6.4384900821,15.767730813,26.356400334
90,02,180,02180,AK,Nome Census Area,0.03,5065,0.24,0.2958136956,0.23,211.603958,87.880354706,55.035567203,,,,75296,,14.396982392,36.274964229
91,02,185,02185,AK,North Slope Borough,,,,0.1894668188,0.142,133.92417528,31.616730087,41.529023124,,,,103556,14.25252626,,27.572624323
92,02,188,02188,AK,Northwest Arctic Borough,,,,0.147993311,0.23,242.62243203,87.769028439,54.222648752,,,,78619,,,36.920804874
93,02,195,02195,AK,Petersburg Census Area,,,,0.5223367698,0.11,,,,,,,68449,,,
94,02,198,02198,AK,Prince of Wales-Hyder Census Area,,,,0.5383411581,0.221,149.24878113,,21.495327103,,,,57304,,23.287766936,
95,02,220,02220,AK,Sitka Borough,0.41,2905,0.43,0.6145718688,0.106,99.211036047,,,,,,89264,,,
96,02,230,02230,AK,Skagway Municipality,0.4,2321,0.36,0.3928571429,0.089,,,,,,,79412,,,
97,02,240,02240,AK,Southeast Fairbanks Census Area,0.2,1135,0.27,0.6491043203,0.14,109.3242038,37.198451887,24.85380117,,,,79014,,,40.277338243
98,02,275,02275,AK,Wrangell City,,,,0.6208133971,0.151,146.04810997,,,,,,65011,,,
99,02,282,02282,AK,Yakutat Borough,,,,0.3793103448,0.26,,,,,,,77108,,,
100,02,290,02290,AK,Yukon-Koyukuk Census Area,0.25,1093,0.38,0.3067226891,0.248,279.82214045,49.318851984,26.572187777,,,,49498,,27.042375402,49.83134008
101,04,000,04000,AZ,Arizona,0.44,2006,0.43,0.6853132662,0.158,101.07847813,19.097385926,17.342888496,36.01591773,2.918079,2.906063,77158,6.6634138425,14.916374949,17.662232108
102,04,001,04001,AZ,Apache County,0.35,3982,0.22,0.8045063677,0.357,239.4449493,45.05603702,24.015623351,39.422460947,2.335715,2.25401,43121,16.89213254,61.462940086,22.213567586
103,04,003,04003,AZ,Cochise County,0.3,1596,0.36,0.762951539,0.196,99.073363351,23.188138784,23.582695611,34.549784657,2.895691,2.811698,53011,3.1732324245,16.206151311,19.466491521
104,04,005,04005,AZ,Coconino County,0.44,1696,0.34,0.6613898057,0.209,123.13298223,30.440020986,10.114942529,28.035672497,2.664206,2.563927,71528,6.7026341352,21.608492137,17.689919392
105,04,007,04007,AZ,Gila County,0.36,1905,0.37,0.6833899024,0.28,176.84941106,51.010185895,32.271944923,40.169577416,2.284693,2.256299,55804,9.8201062695,30.256543641,40.412129571
106,04,009,04009,AZ,Graham County,0.19,1608,0.35,0.7879069767,0.204,102.60429288,15.651489544,28.733306354,36.739576213,2.920221,2.927495,66469,5.9476458474,21.560216197,14.95238439
